CUSTOMER_ID,NUM_MONTHS_AS_CUSTOMER,LTV,WEEKS_SINCE_LAST_PURCHASE
4064257,42,2730.00,12
4064258,4,1464.00,5
4064259,35,16415.00,13
4064260,8,3328.00,3
4064261,41,15703.00,9
4064262,5,270.00,3
4064263,42,2898.00,3
4064241,24,1680.00,7
4064242,8,2320.00,2
4064243,11,6468.00,8
4064264,30,11340.00,9
4064265,46,25208.00,13
4064266,40,15080.00,12
4064267,43,20812.00,5
4064268,14,7252.00,9
4064269,2,1118.00,1
4064270,8,4472.00,4
4064271,39,4329.00,3
4064272,25,5225.00,4
4064274,5,465.00,1
4064275,46,10810.00,6
4064276,29,3857.00,12
4064277,8,2944.00,2
4064278,19,3002.00,11
4064279,27,2997.00,11
4064280,23,4071.00,7
4064281,28,6412.00,3
4064282,49,8673.00,13
4064283,35,2730.00,10
4064284,48,21264.00,5
4064285,27,1323.00,3
4064286,43,25327.00,13
4064287,11,616.00,12
4064288,50,8350.00,11
4064289,11,4048.00,3
4064290,47,9071.00,4
4064291,20,5380.00,14
4064292,2,718.00,3
4064293,22,4268.00,5
4064294,51,612.00,5
4064295,46,14030.00,10
4064296,15,720.00,13
4064297,18,6822.00,8
4064298,17,8466.00,11
4064299,49,12691.00,8
4064300,19,10545.00,12
4064301,6,1836.00,3
4064302,34,19414.00,6
4064303,9,4545.00,1
4064304,46,5198.00,13
4064273,39,6903.00,11
4064305,15,3165.00,12
4064306,1,337.00,1
4064307,33,16533.00,12
4064308,35,14735.00,4
4064309,13,2301.00,14
4064310,22,9812.00,13
4064312,51,29784.00,10
4064313,43,7869.00,4
4064314,24,7992.00,8
4064315,18,432.00,4
4064316,22,8734.00,13
4064317,31,13857.00,10
4064311,35,16660.00,8
4064318,28,5516.00,10
4064319,18,4932.00,7
4064320,37,20720.00,7
4064321,7,2058.00,4
4064322,23,11408.00,14
4064323,44,9152.00,10
4064324,26,5356.00,7
4064325,18,8226.00,14
4064326,31,12431.00,6
4064327,33,2904.00,8
4064328,13,871.00,12
4064329,37,7067.00,7
4064330,18,7290.00,13
4064331,26,12532.00,7
4064337,21,8736.00,7
4064338,39,12441.00,6
4064339,33,12342.00,10
4064340,45,14760.00,11
4064341,28,3976.00,3
4064342,19,817.00,13
4064343,47,18283.00,8
4064344,22,9416.00,14
4064345,29,8816.00,7
4064346,12,6876.00,5
4064347,44,25344.00,13
4064348,49,9457.00,3
4064349,43,25112.00,4
4064350,28,11816.00,14
4064332,51,3162.00,5
4064333,7,3906.00,1
4064334,46,874.00,6
4064335,46,9614.00,4
4064336,36,13032.00,13
4064351,7,3241.00,2
4064352,22,7832.00,12
4064353,27,4968.00,14
4064354,20,2860.00,8
4064355,32,12960.00,13
4064356,4,1204.00,1
4064357,4,1068.00,1
4064358,5,1115.00,3
4064359,37,18019.00,11
4064360,14,2128.00,8
4064361,22,968.00,10
4064362,25,6625.00,11
4064363,45,3420.00,9
4064364,27,6858.00,7
4064365,30,17010.00,7
4064369,30,8940.00,14
4064370,32,3072.00,7
4064371,41,23862.00,7
4064372,9,3528.00,3
4064373,39,4836.00,10
4064374,37,19758.00,7
4064375,50,1450.00,10
4064376,35,10255.00,14
4064377,51,28356.00,11
4064378,27,6291.00,7
4064379,6,3396.00,3
4064380,8,512.00,1
4064381,50,4500.00,5
4064382,25,13950.00,4
4064383,2,378.00,1
4064384,28,12908.00,9
4064385,2,22.00,4
4064386,31,9641.00,12
4064387,30,840.00,11
4064388,3,1680.00,4
4064389,16,7024.00,6
4064390,9,1791.00,4
4064391,48,8352.00,11
4064392,35,17815.00,12
4064393,3,174.00,1
4064394,11,4785.00,12
4064395,13,637.00,5
4064366,41,18286.00,8
4064367,1,302.00,5
4064368,3,528.00,3
4064401,34,7208.00,11
4064402,25,5225.00,3
4064403,34,7276.00,3
4064404,4,1436.00,5
4064405,50,9900.00,8
4064406,15,8475.00,3
4064407,17,8194.00,4
4064408,41,12546.00,9
4064409,4,148.00,1
4064410,50,1800.00,12
4064411,44,19844.00,13
4064412,31,3069.00,3
4064413,49,25725.00,6
4064414,9,3510.00,3
4064415,22,8580.00,13
4064416,27,4995.00,11
4064417,12,2628.00,9
4064396,15,5085.00,14
4064397,15,6495.00,9
4064398,25,5125.00,11
4064399,52,2444.00,6
4064400,2,1128.00,5
4064418,9,5112.00,2
4064419,32,6880.00,5
4064420,39,13143.00,12
4064421,37,13616.00,7
4064422,28,5180.00,14
4064423,50,23450.00,12
4064424,6,546.00,1
4064425,3,1428.00,5
4064426,31,5704.00,7
4064427,52,3120.00,14
4064428,34,3162.00,13
4064432,4,532.00,1
4064433,13,5525.00,14
4064434,5,340.00,1
4064435,33,16467.00,13
4064436,18,6300.00,3
4064437,12,1008.00,4
4064438,51,26826.00,5
4064439,29,7192.00,12
4064441,38,152.00,8
4064442,49,16464.00,4
4064443,42,22092.00,8
4064444,20,5880.00,3
4064445,36,17640.00,3
4064440,12,5784.00,12
4064446,28,10668.00,6
4064447,1,388.00,4
4064429,43,6192.00,3
4064430,45,4230.00,3
4064431,7,1141.00,3
4064448,37,17871.00,5
4064449,24,10248.00,11
4064450,22,1804.00,10
4064451,1,275.00,3
4064452,42,2604.00,11
4064453,15,3630.00,3
4064454,40,14720.00,5
4064455,16,7232.00,12
4064456,1,368.00,4
4064461,3,864.00,2
4064462,43,2408.00,8
4064463,42,11634.00,7
4064464,6,126.00,1
4064465,39,7644.00,14
4064466,46,24840.00,12
4064467,44,15268.00,3
4064457,16,9328.00,14
4064458,19,7258.00,7
4064459,33,1551.00,10
4064460,30,17010.00,5
4064468,10,4220.00,1
4064469,21,2961.00,4
4064470,13,5863.00,13
4064471,2,944.00,2
4064472,44,17996.00,14
4064473,30,13530.00,6
4064474,9,4149.00,3
4064475,2,570.00,3
4064476,34,1632.00,5
4064477,20,3680.00,12
4064478,14,1442.00,14
4064479,52,29224.00,10
4064480,2,1078.00,4
4064481,33,4818.00,11
4064482,34,9214.00,9
4064483,22,6138.00,13
4064484,35,5635.00,10
4064485,29,8758.00,10
4064486,11,880.00,3
4064487,28,980.00,8
4064488,2,614.00,3
4064489,32,3680.00,10
4063758,39,7449.00,5
4063759,47,16309.00,3
4063760,40,13080.00,5
4063761,16,7312.00,11
4063762,41,13243.00,10
4063763,24,360.00,11
4063764,35,9240.00,11
4063765,33,10329.00,12
4063766,5,830.00,1
4063767,47,25004.00,4
4063768,42,3318.00,8
4063769,46,23736.00,5
4063770,16,5216.00,3
4063771,51,29733.00,6
4063772,40,23240.00,13
4063773,10,4470.00,3
4063774,19,2793.00,6
4063775,46,13156.00,3
4063776,23,11868.00,14
4063777,31,9858.00,8
4063778,48,21360.00,5
4063779,16,1184.00,8
4063780,43,24854.00,6
4063781,2,142.00,5
4063782,36,15120.00,13
4063783,2,146.00,4
4063784,11,583.00,8
4063789,37,13209.00,13
4063790,43,1935.00,13
4063791,38,16986.00,14
4063785,47,6815.00,4
4063786,34,782.00,9
4063787,16,3440.00,8
4063788,13,1612.00,7
4063795,52,21164.00,12
4063796,49,9947.00,10
4063797,38,3686.00,14
4063798,41,1968.00,7
4063799,45,18765.00,4
4063792,30,1710.00,11
4063793,39,19968.00,7
4063794,40,520.00,11
4063800,23,7544.00,4
4063801,34,3332.00,11
4063802,34,13532.00,6
4063803,4,1476.00,1
4063804,24,1872.00,3
4063805,28,15400.00,4
4063806,2,256.00,5
4063807,40,20960.00,6
4063808,30,14580.00,5
4063809,26,5902.00,3
4063810,1,460.00,3
4063811,2,402.00,3
4063812,48,9744.00,13
4063813,18,8460.00,10
4063814,44,2904.00,10
4063815,45,2070.00,3
4063816,50,12350.00,6
4063817,3,1389.00,5
4063818,37,15281.00,4
4063819,39,22074.00,5
4063820,5,1085.00,3
4063821,16,6032.00,13
4063822,13,2899.00,6
4063823,49,6909.00,8
4063824,39,3003.00,14
4063825,21,1176.00,7
4063826,13,1742.00,11
4063827,27,15336.00,11
4063828,7,3731.00,5
4063829,2,26.00,1
4063830,36,8928.00,7
4063831,51,26673.00,10
4063832,36,20448.00,9
4063833,50,18200.00,13
4063834,31,7998.00,3
4063835,36,7488.00,11
4063836,20,180.00,14
4063837,23,2599.00,8
4063838,23,759.00,12
4063839,46,6348.00,12
4063840,1,392.00,1
4063841,49,20874.00,12
4063842,49,2793.00,9
4063843,8,4608.00,5
4063844,50,28450.00,14
4063845,48,2832.00,5
4063846,20,4500.00,14
4063847,16,1728.00,14
4063848,28,8204.00,5
4063849,22,11044.00,3
4063851,41,10373.00,6
4063852,27,4617.00,11
4063853,9,3420.00,4
4063854,14,1834.00,6
4063855,6,1770.00,1
4063856,51,16932.00,3
4063857,30,14520.00,9
4063858,26,3302.00,14
4063859,46,8142.00,3
4063860,25,7950.00,6
4063861,39,20865.00,14
4063862,38,9804.00,8
4063863,33,3333.00,12
4063850,16,7168.00,10
4063864,24,456.00,10
4063865,18,4752.00,11
4063871,51,28560.00,9
4063872,22,12540.00,9
4063873,30,14550.00,3
4063874,8,1784.00,1
4063866,4,1808.00,3
4063867,44,7216.00,12
4063868,41,18573.00,8
4063875,5,2445.00,2
4063876,31,15252.00,12
4063877,4,1112.00,1
4063878,18,7434.00,8
4063879,15,8235.00,11
4063880,21,1890.00,11
4063881,11,6413.00,11
4063882,29,11107.00,12
4063883,40,19680.00,5
4063884,47,5734.00,3
4063869,28,11424.00,10
4063870,15,2610.00,14
4063885,28,14504.00,7
4063886,36,5328.00,3
4063887,19,1558.00,7
4063888,2,948.00,2
4063889,39,2613.00,7
4063890,42,12264.00,11
4063893,15,5850.00,14
4063894,3,1158.00,4
4063895,51,24123.00,3
4063896,38,11628.00,7
4063897,26,2938.00,14
4063898,41,23739.00,4
4063899,23,2783.00,7
4063900,24,9384.00,7
4063901,45,9360.00,8
4063902,16,4192.00,3
4063903,8,3528.00,4
4063904,6,1962.00,2
4063905,45,6300.00,13
4063891,18,972.00,4
4063892,16,5488.00,8
4063906,8,72.00,1
4063907,16,7296.00,3
4063908,26,10998.00,6
4063909,3,591.00,4
4063910,37,11396.00,13
4063911,6,1896.00,5
4063912,29,5191.00,9
4063913,5,2305.00,4
4063914,9,828.00,4
4063915,35,10675.00,4
4063916,3,918.00,4
4063917,16,1824.00,10
4063918,24,2808.00,14
4063919,20,3540.00,3
4063920,13,1846.00,6
4063924,16,7120.00,8
4063925,40,3960.00,14
4063926,9,4374.00,2
4063927,48,20784.00,7
4063921,36,648.00,12
4063922,41,17958.00,4
4063923,40,21800.00,13
4063928,2,884.00,2
4063929,48,19536.00,8
4063930,49,2793.00,8
4063931,23,8510.00,8
4063932,2,112.00,1
4063933,8,3032.00,4
4063934,5,1730.00,1
4063935,9,1206.00,5
4063936,23,4416.00,10
4063937,7,3857.00,4
4063938,9,1665.00,2
4063939,26,1820.00,4
4063940,20,2840.00,9
4063941,51,20400.00,14
4063942,10,5540.00,5
4063943,41,7954.00,4
4063944,17,2159.00,5
4063945,31,14508.00,7
4063946,21,5565.00,14
4063947,11,5038.00,3
4063948,32,5344.00,13
4063949,6,3492.00,2
4063950,29,14877.00,7
4063951,9,1899.00,5
4063952,39,16575.00,12
4063955,12,1968.00,10
4063956,6,3036.00,2
4063957,52,30472.00,7
4063958,17,2363.00,7
4063959,31,15407.00,14
4063960,33,19008.00,14
4063961,15,630.00,6
4063953,16,2864.00,7
4063954,41,2993.00,5
4063962,9,4545.00,5
4063963,29,10179.00,6
4063964,31,4216.00,10
4063965,19,4712.00,5
4063966,48,1584.00,3
4063967,40,22520.00,4
4063968,48,10320.00,8
4063969,37,14245.00,14
4063970,35,3955.00,7
4063976,32,18496.00,10
4063977,10,2860.00,1
4063978,18,2376.00,10
4063971,15,2610.00,10
4063972,44,16500.00,10
4063973,23,13179.00,5
4063974,51,8976.00,6
4063975,1,272.00,1
4063982,2,854.00,3
4063983,44,8580.00,10
4063984,15,4035.00,9
4063985,38,21090.00,6
4063986,26,6474.00,12
4063987,30,14970.00,5
4063988,46,21758.00,6
4063989,11,3311.00,4
4063990,35,15120.00,11
4063992,13,6227.00,5
4063993,35,9345.00,5
4063994,41,10824.00,3
4063995,11,2838.00,6
4063996,6,1002.00,1
4063991,46,14168.00,11
4063997,38,20558.00,13
4063998,1,238.00,2
4063999,33,13761.00,14
4064000,6,2298.00,3
4063979,5,1315.00,4
4063980,11,4565.00,14
4063981,6,3366.00,3
4064001,15,2325.00,5
4064002,37,3737.00,4
4064003,22,4576.00,8
4064004,24,12624.00,13
4064005,31,14911.00,10
4064006,40,5960.00,10
4064010,45,270.00,12
4064011,2,882.00,3
4064012,8,2744.00,4
4064013,2,154.00,3
4064008,14,5208.00,5
4064009,4,1104.00,1
4064007,29,7192.00,4
4064014,38,13908.00,9
4064015,45,12690.00,10
4064016,35,210.00,10
4064017,32,10720.00,7
4064018,50,26000.00,3
4064019,37,12025.00,13
4064020,40,1400.00,7
4064021,50,10850.00,8
4064028,14,7672.00,12
4064029,31,4309.00,14
4064030,11,5643.00,12
4064031,34,7922.00,11
4064022,9,576.00,2
4064023,36,9792.00,7
4064024,17,1717.00,8
4064025,30,9930.00,12
4064026,2,128.00,4
4064027,51,15045.00,9
4064490,8,3024.00,1
4064491,4,656.00,4
4064492,4,1020.00,5
4064496,7,714.00,1
4064497,10,3460.00,4
4064493,5,2745.00,2
4064494,38,19874.00,6
4064495,31,403.00,10
4064502,43,6794.00,9
4064503,5,1730.00,2
4064498,21,7392.00,7
4064499,50,24850.00,9
4064500,42,2226.00,6
4064501,3,1623.00,4
4064504,49,9359.00,11
4064505,40,16920.00,10
4064506,18,4680.00,11
4064507,39,5538.00,13
4064508,42,6888.00,7
4064509,4,1232.00,4
4064510,25,700.00,3
4064511,26,8736.00,6
4064512,43,12857.00,4
4064513,48,26160.00,5
4064514,43,23091.00,13
4064515,7,2555.00,1
4064516,22,11066.00,3
4064517,17,6256.00,8
4064518,13,5317.00,3
4064519,42,17682.00,12
4064520,49,490.00,6
4064521,39,13572.00,12
4064522,43,23908.00,7
4064523,15,5955.00,9
4064524,17,6290.00,8
4064525,23,1426.00,9
4064526,24,1032.00,7
4064527,15,7965.00,10
4064528,47,14664.00,6
4064529,21,3801.00,4
4064530,21,861.00,4
4064531,51,27846.00,9
4064532,26,1716.00,4
4064533,9,459.00,3
4064534,40,21920.00,9
4064535,20,380.00,7
4064536,3,1050.00,3
4064537,13,949.00,6
4064538,15,4890.00,5
4064539,38,11818.00,6
4064545,38,10298.00,7
4064546,12,1032.00,6
4064547,4,484.00,1
4064548,27,13878.00,8
4064549,16,4848.00,13
4064540,37,8436.00,14
4064541,3,477.00,5
4064542,12,4368.00,4
4064543,28,3948.00,3
4064544,43,15566.00,10
4064550,34,14042.00,12
4064551,6,3372.00,5
4064552,34,16388.00,6
4064553,9,765.00,2
4064554,24,11184.00,4
4064555,26,9334.00,13
4064556,51,28509.00,4
4064557,37,11100.00,6
4064558,5,610.00,3
4064559,6,1494.00,4
4064560,8,3960.00,1
4064561,5,2440.00,3
4064562,40,23400.00,3
4064563,28,2996.00,4
4064564,50,3750.00,14
4064565,10,5790.00,5
4064566,15,1215.00,5
4064567,5,2665.00,2
4064568,17,2720.00,3
4064569,40,6680.00,13
4064570,27,7398.00,9
4064572,32,544.00,3
4064573,33,17061.00,6
4064574,27,7101.00,3
4064571,16,3632.00,5
4064575,50,16100.00,9
4064576,12,5592.00,14
4064577,14,2352.00,9
4064578,28,7336.00,10
4064579,12,5292.00,12
4064580,28,3472.00,7
4064581,27,10935.00,10
4064582,42,2520.00,8
4064583,24,8304.00,10
4064584,44,3872.00,14
4064586,37,4255.00,9
4064587,6,684.00,5
4064588,9,2043.00,1
4064589,52,14040.00,12
4064590,21,8400.00,5
4064585,36,8892.00,5
4064591,24,4296.00,10
4064592,11,1309.00,8
4064593,43,9675.00,7
4064594,6,3306.00,1
4064595,41,9840.00,8
4064596,41,17302.00,7
4064597,5,2660.00,1
4064598,42,11844.00,6
4064599,18,1278.00,7
4064600,41,21525.00,8
4064601,8,2280.00,4
4064602,43,20554.00,3
4064603,41,7257.00,14
4064604,51,3009.00,13
4064605,39,8112.00,11
4064606,50,5950.00,4
4064607,10,1140.00,1
4064608,43,3913.00,4
4064609,48,20640.00,5
4064610,13,3523.00,3
4064611,26,15054.00,7
4064612,32,2176.00,8
4064613,49,16121.00,12
4064614,41,16400.00,5
4064615,20,9720.00,14
4064616,28,2044.00,12
4064617,50,25400.00,11
4064618,10,1060.00,5
4064619,27,10638.00,3
4064620,27,10179.00,11
4064621,45,8550.00,4
4064622,49,4704.00,13
4064623,7,1946.00,2
4064624,37,6216.00,10
4064625,21,4536.00,7
4064626,45,21735.00,12
4064627,40,22360.00,7
4064628,25,2975.00,13
4064629,29,16443.00,13
4064630,38,20710.00,8
4064631,42,4914.00,7
4064632,45,9855.00,4
4064633,2,48.00,2
4064634,17,8143.00,12
4064635,41,5863.00,5
4064636,33,9603.00,12
4064637,1,172.00,4
4064638,22,8030.00,7
4064639,51,26214.00,5
4064640,52,3328.00,8
4064641,17,1751.00,6
4064642,44,24860.00,5
4064643,32,14976.00,13
4064644,31,8277.00,11
4064645,33,11253.00,8
4064646,18,8226.00,5
4064647,52,14664.00,7
4064648,41,4059.00,6
4064649,48,22608.00,5
4064650,52,29796.00,8
4064651,29,16530.00,12
4064652,48,7104.00,12
4064653,11,1936.00,11
4064654,51,18717.00,10
4064660,50,6700.00,11
4064661,27,14796.00,12
4064662,41,19311.00,7
4064663,48,24240.00,6
4064655,43,11739.00,12
4064656,41,369.00,10
4064657,40,8240.00,5
4064658,24,5760.00,9
4064659,42,11298.00,4
4064664,11,5841.00,6
4064665,16,8096.00,9
4064666,15,4995.00,13
4064667,35,13440.00,13
4064668,49,5978.00,6
4064669,40,1200.00,12
4064670,5,2345.00,2
4064671,39,11310.00,3
4064672,46,22862.00,12
4064673,8,2480.00,3
4064674,48,16848.00,4
4064675,25,4800.00,12
4064676,26,13624.00,8
4064677,15,1380.00,14
4064678,6,558.00,5
4064679,11,5698.00,14
4064680,33,891.00,4
4064681,42,21924.00,3
4064682,42,10962.00,10
4064683,22,4598.00,4
4064684,48,10272.00,11
4064685,30,10650.00,4
4064686,15,6135.00,11
4064687,2,854.00,4
4064688,7,1015.00,2
4064689,40,14160.00,13
4064690,12,264.00,4
4064691,47,4982.00,6
4064692,17,8551.00,8
4064693,43,21500.00,6
4064694,37,17723.00,7
4064695,40,1360.00,7
4064696,40,3240.00,13
4064697,47,8084.00,10
4064698,15,5325.00,3
4064699,16,1008.00,11
4064700,9,1755.00,3
4064704,10,5260.00,5
4064705,26,2470.00,11
4064706,1,243.00,5
4064707,17,4641.00,11
4064701,44,14872.00,10
4064702,37,13616.00,10
4064703,51,23562.00,8
4064709,32,9632.00,4
4064710,13,3185.00,14
4064711,2,204.00,4
4064712,20,1100.00,10
4064713,13,1079.00,12
4064714,47,5593.00,13
4064715,1,438.00,4
4064716,50,12100.00,8
4064717,9,3735.00,4
4064718,30,10860.00,3
4064708,32,3424.00,9
4064719,26,11518.00,12
4064720,29,15892.00,6
4064721,52,2496.00,5
4064722,30,15030.00,4
4064723,9,2403.00,1
4064724,40,1760.00,12
4064725,10,3970.00,5
4064726,6,1098.00,3
4064727,47,8695.00,14
4064728,6,2052.00,3
4064729,52,5772.00,4
4064730,25,10400.00,7
4064731,10,120.00,1
4064732,3,648.00,2
4064733,39,21294.00,6
4064734,10,4410.00,4
4064735,7,1372.00,1
4064736,50,12950.00,6
4064737,44,15664.00,4
4064738,52,24284.00,14
4064739,31,2356.00,11
4064740,28,5404.00,4
4064741,2,178.00,3
4064742,5,480.00,4
4064743,1,195.00,4
4064744,26,156.00,9
4064745,39,4719.00,12
4064746,38,6536.00,10
4064747,26,7384.00,14
4064748,49,6566.00,11
4064749,52,17160.00,13
4064750,11,1639.00,4
4064751,8,3344.00,4
4064752,13,7059.00,11
4064753,15,6375.00,7
4064754,29,5626.00,3
4064755,50,16200.00,5
4064756,2,338.00,5
4064757,24,6792.00,11
4064758,50,24150.00,13
4064759,2,316.00,3
4064760,2,332.00,2
4064761,9,1287.00,2
4064762,13,7293.00,3
4064763,17,187.00,7
4064764,35,18830.00,8
4064765,4,1636.00,5
4064766,14,6650.00,10
4064767,13,3211.00,8
4064768,8,1720.00,5
4064769,47,8460.00,8
4064770,16,4240.00,14
4064771,27,14769.00,12
4064772,36,792.00,4
4064773,19,10773.00,10
4064774,10,590.00,3
4064775,45,17415.00,14
4064776,29,2755.00,4
4064777,31,3906.00,11
4064778,18,9558.00,14
4064779,52,3796.00,14
4064780,8,4296.00,1
4064781,44,6908.00,7
4064782,23,2369.00,3
4064783,43,22016.00,5
4064784,21,2688.00,3
4064785,52,6292.00,14
4064786,48,6624.00,12
4064787,46,18032.00,13
4064792,48,7776.00,10
4064793,24,9624.00,11
4064794,18,8874.00,12
4064795,47,13630.00,7
4064796,19,8094.00,3
4064797,2,664.00,1
4064798,1,19.00,3
4064799,22,6688.00,3
4064788,28,10276.00,14
4064789,52,1508.00,9
4064790,50,17800.00,10
4064791,31,12338.00,8
4064800,29,15631.00,6
4064801,37,19647.00,6
4064802,13,6942.00,7
4064803,45,15345.00,12
4064804,48,1104.00,5
4064805,10,4230.00,4
4064806,22,6336.00,12
4064807,10,5450.00,3
4064808,48,2976.00,5
4064809,6,348.00,1
4064810,29,4524.00,10
4064811,17,8228.00,6
4064812,29,14877.00,8
4064813,19,1520.00,5
4064814,20,3020.00,7
4064815,27,13905.00,14
4064816,25,14300.00,4
4064817,43,16512.00,12
4064818,4,1380.00,5
4064819,10,1280.00,2
4064820,45,3195.00,3
4064821,20,11700.00,4
4064822,21,5250.00,4
4064823,22,2112.00,5
4064824,2,18.00,3
4064825,51,15606.00,6
4064826,20,9120.00,7
4064827,19,6441.00,3
4064828,52,11596.00,12
4064829,49,7154.00,7
4064830,26,8320.00,7
4064834,47,15980.00,3
4064835,34,1870.00,11
4064836,38,12502.00,3
4064831,13,624.00,9
4064832,10,3840.00,5
